Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,9.51,10.39,11.46,12.43,13.49,14.81,15.99,17.44,18.84,20.68,22.33,24.08,26.17,27.99,30.1,32.44,..,..,..,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,28.5609741210938,34.253246307373,42.4,45.6705551147461,42.7,43.2220189082037,69.1,68.9332656860352,89.5,71.5,97.7,97.7,98.7132034301758,..,..
Afghanistan,AFG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.82221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.766,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,..,11.7176730079956,11.7942591060871,11.8708452041785,11.94743130227,11.94743130227,12.001041570934,12.0148270685905,12.0148270685905,12.0393346199798,12.0546518395981,12.100603498453,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,12.1159207180713,11.9841926293539,11.7988542719726,11.7222681738811,11.7130778421101,11.7712832766596,11.8815672579113,11.7222681738811,11.768219832736,11.768219832736,11.7605612229268,11.9045430873388,11.9719388536593,11.9550899120792,11.938240970499,11.938240970499,11.938240970499,11.9367092485372,11.9367092485372,11.9336458046135,11.9321140826517,11.9244554728426,11.903011365377,11.893821033606,11.8386790429801,..,..,..,..
Afghanistan,AFG,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,..,..,..,..,..,..,..,..,..,0,7863.01125754233,7819.39101553867,6672.29277936904,6960.20418686002,7378.03187215216,7836.12850789409,7954.04604248992,7781.35070075063,7719.36964877497,7541.70759487038,7450.49920182585,7393.5964492184,7327.15480749692,6857.47778079772,5970.79200504094,5302.55350034922,4394.66279561972,4760.68837451691,5054.15335086859,4962.39546488438,5028.30634805066,5009.47623334536,5048.46532289387,5104.86730876353,5278.86828168414,5483.15431130012,6179.10962379938,6737.50950318242,7166.60461859804,7694.99016574362,6682.43473924217,5847.50895952051,6883.41286882717,7101.86347931727,7071.35699143803,7070.67423653668,7054.13923095388,7045.15048586244,7032.24854369754,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,..,..,..,..,..,..,..,..,..,0,2615.973347,2566.901804,2081.338109,2214.151378,2423.750469,2628.627826,2706.765465,2679.509986,2647.748068,2576.193713,2619.758168,2583.276221,2645.904839,2495.650226,2376.486412,2180.129622,1835.783048,1979.410016,2056.572581,2047.306619,2008.253191,2007.266461,1967.334369,2003.049717,1810.640622,1910.294462,2090.905298,2293.074371,2496.601988,2734.2560759,2400.5430165,2218.8537835,2472.7522837,2413.4082552,2412.682632,2455.882775,2455.518618,2481.430185,2491.781085,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.143435707708318,0.149397972638072,0.111264930525709,0.144845844147521,0.170901126101328,0.206862327353743,0.368241871710833,0.488221213951117,0.53374932123382,0.768670412021069,0.599018913476826,0.477316719044199,0.434721585371542,0.45726745893109,0.429193973326314,..,..,..,..
Afghanistan,AFG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,..,..,..,..,..,..,..,..,..,..,10202,10201.5,9170.59,9403.54,9987.93,10476.6,10535.6,10455.9,10380.1,10176.2,10376.6,10304.8,10259.8,9858.04,9054.65,8308.71,7415.09,7485.19,7920.27,7465.04,7627.58,7702.08,7385.53,7474.89,7666.93,7885.84,8611.68,9213.6,9700.17,10305.9,9384.18,8666.5,9929.43,10350.6,10521.4,10698.7,10869.9,11049.7,11224.4,11497.3,13493.3,13628.233,13763.166,..,..,..,..,..,..,..,..
Afghanistan,AFG,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,..,..,..,..,..,..,..,..,..,..,3042.2563,3006.1382,2530.158,2674.4041,2937.3182,3153.723,3265.633,3268.981,3272.918,3214.545,3275.026,3256.705,3327.323,3188.66,3062.1521,2862.5369,2516.9024,2677.1073,2772.0448,2771.307,2748.1965,2755.8938,2719.0131,2766.6508,2594.4272,2735.1424,2948.8068,3177.996,3332.996,3600.557,3316.566,3058.894,3374.66,3337.088,3352.371,3411.736,3426.12,3470.357,3497.234,3341.149,3356.556,3390.12156,3423.68712,..,..,..,..,..,..,..,..
Afghanistan,AFG,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,..,..,..,..,..,..,..,..,..,..,14306.6163,14391.7782,13040.848,13535.7541,14945.9682,14574.164,14746.851,15247.281,15112.318,14923.075,15691.266,15810.335,15615.333,15322.53,14278.7921,13545.7369,12269.4624,12400.5073,12959.2948,12348.957,12528.0165,12307.0638,11370.4531,11390.8748,11290.6882,11635.6594,12505.9308,13343.25,13793.367,14812.366,13530.953,12585.402,13842.7381,14709.884,14654.374,14770.2643,14849.1594,15272.633,15288.7756,15554.4294997907,17791.3299018728,17981.3072867677,18168.86,..,..,..,..,..,..,..,..
